source_row,split,target
1136,model_development,Dropout
1137,policy_validation,Graduate
1138,model_development,Dropout
1139,model_development,Graduate
1140,historical_holdout,Graduate
1141,model_development,Graduate
1142,historical_holdout,Enrolled
1143,model_development,Dropout
1144,policy_validation,Graduate
1145,model_development,Enrolled
1146,policy_validation,Graduate
1147,model_development,Enrolled
1148,model_development,Graduate
1149,model_development,Enrolled
1150,historical_holdout,Graduate
1151,historical_holdout,Graduate
1152,policy_validation,Dropout
1153,historical_holdout,Enrolled
1154,model_development,Enrolled
1155,policy_validation,Graduate
1156,model_development,Enrolled
1157,model_development,Dropout
1158,policy_validation,Graduate
1159,historical_holdout,Graduate
1160,model_development,Graduate
1161,model_development,Graduate
1162,model_development,Enrolled
1163,policy_validation,Graduate
1164,model_development,Graduate
1165,model_development,Dropout
1166,model_development,Graduate
1167,historical_holdout,Dropout
1168,model_development,Graduate
1169,model_development,Dropout
1170,model_development,Graduate
1171,policy_validation,Graduate
1172,historical_holdout,Graduate
1173,model_development,Dropout
1174,model_development,Enrolled
1175,policy_validation,Graduate
1176,policy_validation,Dropout
1177,policy_validation,Graduate
1178,policy_validation,Graduate
1179,policy_validation,Dropout
1180,model_development,Graduate
1181,policy_validation,Dropout
1182,historical_holdout,Graduate
1183,model_development,Graduate
1184,model_development,Dropout
1185,policy_validation,Enrolled
1186,model_development,Graduate
1187,model_development,Enrolled
1188,historical_holdout,Dropout
1189,policy_validation,Graduate
1190,model_development,Graduate
1191,policy_validation,Dropout
1192,historical_holdout,Graduate
1193,policy_validation,Graduate
1194,policy_validation,Graduate
1195,model_development,Graduate
1196,model_development,Enrolled
1197,model_development,Dropout
1198,policy_validation,Dropout
1199,model_development,Graduate
1200,historical_holdout,Graduate
1201,model_development,Graduate
1202,policy_validation,Graduate
1203,model_development,Dropout
1204,model_development,Graduate
1205,policy_validation,Dropout
1206,historical_holdout,Graduate
1207,historical_holdout,Graduate
1208,model_development,Enrolled
1209,historical_holdout,Dropout
1210,model_development,Dropout
1211,historical_holdout,Dropout
1212,model_development,Enrolled
1213,historical_holdout,Graduate
1214,historical_holdout,Graduate
1215,model_development,Enrolled
1216,model_development,Graduate
1217,model_development,Graduate
1218,model_development,Graduate
1219,model_development,Graduate
1220,model_development,Graduate
1221,policy_validation,Dropout
1222,model_development,Graduate
1223,model_development,Dropout
1224,policy_validation,Graduate
1225,historical_holdout,Graduate
1226,model_development,Graduate
1227,policy_validation,Graduate
1228,policy_validation,Graduate
1229,model_development,Graduate
1230,model_development,Enrolled
1231,policy_validation,Graduate
1232,model_development,Graduate
1233,model_development,Graduate
1234,policy_validation,Graduate
1235,model_development,Graduate
1236,policy_validation,Dropout
1237,policy_validation,Graduate
1238,policy_validation,Dropout
1239,model_development,Graduate
1240,policy_validation,Dropout
1241,model_development,Dropout
1242,model_development,Dropout
1243,model_development,Enrolled
1244,model_development,Graduate
1245,model_development,Dropout
1246,model_development,Dropout
1247,model_development,Graduate
1248,model_development,Dropout
1249,policy_validation,Enrolled
1250,model_development,Dropout
1251,historical_holdout,Graduate
1252,model_development,Graduate
1253,model_development,Graduate
1254,model_development,Graduate
1255,policy_validation,Enrolled
1256,model_development,Dropout
1257,historical_holdout,Graduate
1258,model_development,Graduate
1259,model_development,Graduate
1260,model_development,Graduate
1261,model_development,Graduate
1262,policy_validation,Dropout
1263,model_development,Dropout
1264,model_development,Graduate
1265,historical_holdout,Graduate
1266,model_development,Graduate
1267,historical_holdout,Graduate
1268,policy_validation,Graduate
1269,model_development,Enrolled
1270,policy_validation,Dropout
1271,policy_validation,Enrolled
1272,historical_holdout,Graduate
1273,model_development,Dropout
1274,policy_validation,Dropout
1275,model_development,Graduate
1276,model_development,Graduate
1277,historical_holdout,Graduate
1278,model_development,Dropout
1279,model_development,Enrolled
1280,model_development,Graduate
1281,policy_validation,Graduate
1282,policy_validation,Graduate
1283,model_development,Dropout
1284,policy_validation,Graduate
1285,model_development,Graduate
1286,model_development,Dropout
1287,model_development,Enrolled
1288,model_development,Graduate
1289,model_development,Graduate
1290,model_development,Graduate
1291,policy_validation,Enrolled
1292,model_development,Graduate
1293,model_development,Dropout
1294,policy_validation,Graduate
1295,model_development,Dropout
1296,policy_validation,Dropout
1297,policy_validation,Dropout
1298,model_development,Dropout
1299,model_development,Graduate
1300,policy_validation,Enrolled
1301,model_development,Dropout
1302,model_development,Dropout
1303,historical_holdout,Graduate
1304,model_development,Graduate
1305,model_development,Graduate
1306,policy_validation,Graduate
1307,model_development,Graduate
1308,policy_validation,Graduate
1309,model_development,Graduate
1310,model_development,Graduate
1311,policy_validation,Graduate
1312,model_development,Graduate
1313,model_development,Graduate
1314,policy_validation,Dropout
1315,historical_holdout,Enrolled
1316,historical_holdout,Graduate
1317,policy_validation,Enrolled
1318,policy_validation,Dropout
1319,model_development,Dropout
1320,model_development,Graduate
1321,model_development,Graduate
1322,historical_holdout,Enrolled
1323,model_development,Graduate
1324,model_development,Graduate
1325,policy_validation,Enrolled
1326,policy_validation,Graduate
1327,policy_validation,Enrolled
1328,policy_validation,Dropout
1329,model_development,Graduate
1330,model_development,Enrolled
1331,model_development,Graduate
1332,model_development,Graduate
1333,model_development,Dropout
1334,model_development,Enrolled
1335,policy_validation,Graduate
1336,policy_validation,Enrolled
1337,historical_holdout,Enrolled
1338,policy_validation,Enrolled
1339,historical_holdout,Dropout
1340,policy_validation,Graduate
1341,model_development,Graduate
1342,model_development,Graduate
1343,model_development,Graduate
1344,model_development,Graduate
1345,historical_holdout,Dropout
1346,model_development,Graduate
1347,historical_holdout,Graduate
1348,historical_holdout,Enrolled
1349,model_development,Enrolled
1350,model_development,Graduate
1351,historical_holdout,Graduate
1352,policy_validation,Graduate
1353,model_development,Graduate
1354,model_development,Dropout
1355,model_development,Enrolled
1356,model_development,Enrolled
1357,policy_validation,Dropout
1358,model_development,Dropout
1359,model_development,Dropout
1360,historical_holdout,Dropout
1361,historical_holdout,Dropout
1362,model_development,Graduate
1363,model_development,Dropout
1364,model_development,Graduate
1365,policy_validation,Graduate
1366,historical_holdout,Dropout
1367,model_development,Dropout
1368,policy_validation,Graduate
1369,model_development,Dropout
1370,model_development,Graduate
1371,model_development,Graduate
1372,model_development,Graduate
1373,policy_validation,Graduate
1374,model_development,Graduate
1375,model_development,Dropout
1376,historical_holdout,Dropout
1377,model_development,Enrolled
1378,policy_validation,Graduate
1379,historical_holdout,Dropout
1380,model_development,Dropout
1381,model_development,Graduate
1382,model_development,Dropout
1383,policy_validation,Graduate
1384,historical_holdout,Graduate
1385,model_development,Graduate
1386,policy_validation,Dropout
1387,model_development,Dropout
1388,model_development,Graduate
1389,historical_holdout,Dropout
1390,model_development,Enrolled
1391,policy_validation,Graduate
1392,policy_validation,Graduate
1393,model_development,Dropout
1394,model_development,Graduate
1395,policy_validation,Graduate
1396,historical_holdout,Graduate
1397,policy_validation,Enrolled
1398,historical_holdout,Graduate
1399,historical_holdout,Graduate
1400,model_development,Graduate
1401,historical_holdout,Enrolled
1402,historical_holdout,Graduate
1403,model_development,Graduate
1404,model_development,Graduate
1405,policy_validation,Dropout
1406,historical_holdout,Dropout
1407,historical_holdout,Graduate
1408,policy_validation,Enrolled
1409,historical_holdout,Dropout
1410,model_development,Graduate
1411,historical_holdout,Dropout
1412,model_development,Graduate
1413,historical_holdout,Graduate
1414,policy_validation,Enrolled
1415,model_development,Graduate
1416,model_development,Graduate
1417,historical_holdout,Dropout
1418,policy_validation,Graduate
1419,historical_holdout,Graduate
1420,model_development,Dropout
1421,model_development,Dropout
1422,model_development,Enrolled
1423,historical_holdout,Graduate
1424,model_development,Graduate
1425,model_development,Enrolled
1426,historical_holdout,Graduate
1427,model_development,Graduate
1428,model_development,Enrolled
1429,historical_holdout,Enrolled
1430,model_development,Graduate
1431,model_development,Graduate
1432,historical_holdout,Dropout
1433,model_development,Enrolled
1434,model_development,Graduate
1435,model_development,Enrolled
1436,policy_validation,Dropout
1437,policy_validation,Enrolled
1438,model_development,Graduate
1439,historical_holdout,Graduate
1440,historical_holdout,Graduate
1441,model_development,Graduate
1442,policy_validation,Graduate
1443,historical_holdout,Graduate
1444,model_development,Dropout
1445,model_development,Graduate
1446,model_development,Dropout
1447,model_development,Dropout
1448,policy_validation,Dropout
1449,model_development,Dropout
1450,model_development,Graduate
1451,model_development,Dropout
1452,model_development,Graduate
1453,model_development,Dropout
1454,model_development,Graduate
1455,historical_holdout,Enrolled
1456,model_development,Dropout
1457,model_development,Enrolled
1458,historical_holdout,Enrolled
1459,policy_validation,Enrolled
1460,policy_validation,Dropout
1461,model_development,Dropout
1462,model_development,Graduate
1463,model_development,Enrolled
1464,historical_holdout,Dropout
1465,policy_validation,Enrolled
1466,model_development,Graduate
1467,model_development,Dropout
1468,model_development,Enrolled
1469,historical_holdout,Graduate
1470,model_development,Graduate
1471,model_development,Enrolled
1472,historical_holdout,Enrolled
1473,historical_holdout,Graduate
1474,model_development,Dropout
1475,policy_validation,Enrolled
1476,model_development,Graduate
1477,policy_validation,Dropout
1478,policy_validation,Graduate
1479,model_development,Dropout
1480,model_development,Dropout
1481,policy_validation,Dropout
1482,model_development,Graduate
1483,model_development,Graduate
1484,model_development,Graduate
1485,model_development,Graduate
1486,model_development,Graduate
1487,model_development,Graduate
1488,model_development,Enrolled
1489,policy_validation,Dropout
1490,model_development,Graduate
1491,model_development,Graduate
1492,policy_validation,Graduate
1493,policy_validation,Dropout
1494,model_development,Graduate
1495,model_development,Dropout
1496,model_development,Graduate
1497,model_development,Graduate
1498,model_development,Graduate
1499,model_development,Enrolled
1500,model_development,Graduate
1501,model_development,Graduate
1502,model_development,Dropout
1503,historical_holdout,Graduate
1504,model_development,Enrolled
1505,model_development,Enrolled
1506,policy_validation,Dropout
1507,model_development,Enrolled
1508,model_development,Graduate
1509,historical_holdout,Graduate
1510,model_development,Dropout
1511,model_development,Dropout
1512,historical_holdout,Enrolled
1513,policy_validation,Graduate
1514,model_development,Graduate
1515,model_development,Dropout
1516,model_development,Graduate
1517,model_development,Dropout
1518,model_development,Graduate
1519,historical_holdout,Enrolled
1520,model_development,Dropout
1521,model_development,Dropout
1522,model_development,Graduate
1523,model_development,Dropout
1524,historical_holdout,Dropout
1525,model_development,Enrolled
1526,model_development,Graduate
1527,model_development,Dropout
1528,policy_validation,Graduate
1529,policy_validation,Graduate
1530,model_development,Dropout
1531,historical_holdout,Enrolled
1532,policy_validation,Graduate
1533,policy_validation,Graduate
1534,historical_holdout,Enrolled
1535,model_development,Graduate
1536,model_development,Enrolled
1537,model_development,Dropout
1538,model_development,Graduate
1539,historical_holdout,Dropout
1540,model_development,Dropout
1541,model_development,Dropout
1542,model_development,Dropout
1543,model_development,Dropout
1544,policy_validation,Dropout
1545,model_development,Dropout
1546,historical_holdout,Graduate
1547,policy_validation,Enrolled
1548,model_development,Dropout
1549,policy_validation,Dropout
1550,model_development,Dropout
1551,historical_holdout,Graduate
1552,model_development,Graduate
1553,model_development,Graduate
1554,model_development,Graduate
1555,model_development,Graduate
1556,model_development,Graduate
1557,model_development,Dropout
1558,policy_validation,Enrolled
1559,historical_holdout,Dropout
1560,model_development,Graduate
1561,historical_holdout,Enrolled
1562,historical_holdout,Enrolled
1563,model_development,Graduate
1564,model_development,Enrolled
1565,model_development,Enrolled
1566,model_development,Graduate
1567,historical_holdout,Graduate
1568,historical_holdout,Graduate
1569,model_development,Enrolled
1570,model_development,Dropout
1571,model_development,Enrolled
1572,model_development,Dropout
1573,historical_holdout,Dropout
1574,model_development,Dropout
1575,model_development,Graduate
1576,model_development,Graduate
1577,model_development,Dropout
1578,historical_holdout,Enrolled
1579,model_development,Dropout
1580,policy_validation,Enrolled
1581,policy_validation,Graduate
1582,model_development,Enrolled
1583,historical_holdout,Dropout
1584,model_development,Dropout
1585,model_development,Graduate
1586,policy_validation,Graduate
1587,model_development,Enrolled
1588,model_development,Enrolled
1589,model_development,Dropout
1590,model_development,Graduate
1591,model_development,Dropout
1592,historical_holdout,Dropout
1593,model_development,Enrolled
1594,model_development,Dropout
1595,policy_validation,Enrolled
1596,model_development,Enrolled
1597,model_development,Enrolled
1598,model_development,Graduate
1599,model_development,Dropout
1600,historical_holdout,Dropout
1601,model_development,Graduate
1602,model_development,Enrolled
1603,policy_validation,Enrolled
1604,policy_validation,Graduate
1605,model_development,Dropout
1606,model_development,Enrolled
1607,historical_holdout,Graduate
1608,model_development,Graduate
1609,model_development,Enrolled
1610,policy_validation,Graduate
1611,policy_validation,Dropout
1612,model_development,Enrolled
1613,model_development,Graduate
1614,historical_holdout,Dropout
1615,historical_holdout,Graduate
1616,model_development,Dropout
1617,model_development,Graduate
1618,model_development,Dropout
1619,historical_holdout,Dropout
1620,model_development,Graduate
1621,model_development,Graduate
1622,model_development,Graduate
1623,model_development,Dropout
1624,historical_holdout,Dropout
1625,policy_validation,Dropout
1626,policy_validation,Dropout
1627,model_development,Graduate
1628,model_development,Dropout
1629,policy_validation,Dropout
1630,model_development,Dropout
1631,model_development,Graduate
1632,model_development,Dropout
1633,model_development,Graduate
1634,model_development,Enrolled
1635,policy_validation,Graduate
1636,policy_validation,Graduate
1637,model_development,Graduate
1638,historical_holdout,Graduate
1639,model_development,Dropout
1640,policy_validation,Graduate
1641,model_development,Graduate
1642,historical_holdout,Graduate
1643,model_development,Graduate
1644,model_development,Graduate
1645,policy_validation,Dropout
1646,model_development,Dropout
1647,model_development,Graduate
1648,model_development,Graduate
1649,historical_holdout,Dropout
1650,model_development,Graduate
1651,model_development,Enrolled
1652,model_development,Graduate
1653,model_development,Enrolled
1654,policy_validation,Graduate
1655,model_development,Dropout
1656,model_development,Graduate
1657,historical_holdout,Graduate
1658,historical_holdout,Enrolled
1659,model_development,Graduate
1660,model_development,Enrolled
1661,model_development,Graduate
1662,model_development,Graduate
1663,policy_validation,Graduate
1664,historical_holdout,Graduate
1665,model_development,Graduate
1666,model_development,Enrolled
1667,policy_validation,Graduate
1668,model_development,Graduate
1669,policy_validation,Dropout
1670,historical_holdout,Graduate
1671,policy_validation,Enrolled
1672,model_development,Graduate
1673,policy_validation,Dropout
1674,model_development,Graduate
1675,policy_validation,Graduate
1676,historical_holdout,Dropout
1677,model_development,Dropout
1678,model_development,Graduate
1679,model_development,Graduate
1680,model_development,Dropout
1681,historical_holdout,Enrolled
1682,model_development,Enrolled
1683,model_development,Dropout
1684,historical_holdout,Dropout
1685,model_development,Graduate
1686,model_development,Graduate
1687,historical_holdout,Graduate
1688,model_development,Dropout
1689,historical_holdout,Enrolled
1690,model_development,Dropout
1691,model_development,Dropout
1692,model_development,Dropout
1693,historical_holdout,Graduate
1694,model_development,Enrolled
1695,model_development,Dropout
1696,model_development,Graduate
1697,policy_validation,Graduate
1698,model_development,Dropout
1699,model_development,Dropout
1700,model_development,Dropout
1701,policy_validation,Graduate
1702,model_development,Graduate
1703,model_development,Dropout
1704,model_development,Graduate
1705,model_development,Graduate
1706,model_development,Enrolled
1707,historical_holdout,Dropout
1708,model_development,Enrolled
1709,model_development,Dropout
1710,model_development,Graduate
1711,model_development,Enrolled
1712,model_development,Graduate
1713,model_development,Dropout
1714,model_development,Enrolled
1715,model_development,Graduate
1716,model_development,Graduate
1717,model_development,Graduate
1718,historical_holdout,Enrolled
1719,model_development,Dropout
1720,model_development,Dropout
1721,model_development,Graduate
1722,policy_validation,Graduate
1723,policy_validation,Graduate
1724,model_development,Graduate
1725,policy_validation,Graduate
1726,model_development,Dropout
1727,model_development,Graduate
1728,historical_holdout,Enrolled
1729,historical_holdout,Dropout
1730,model_development,Graduate
1731,model_development,Graduate
1732,historical_holdout,Dropout
1733,historical_holdout,Dropout
1734,model_development,Enrolled
1735,policy_validation,Dropout
1736,historical_holdout,Graduate
1737,model_development,Graduate
1738,policy_validation,Enrolled
1739,historical_holdout,Graduate
1740,model_development,Dropout
1741,model_development,Dropout
1742,model_development,Enrolled
1743,model_development,Dropout
1744,model_development,Dropout
1745,model_development,Dropout
1746,model_development,Dropout
1747,model_development,Dropout
1748,model_development,Dropout
1749,historical_holdout,Dropout
1750,model_development,Dropout
1751,model_development,Enrolled
1752,model_development,Graduate
1753,model_development,Enrolled
1754,policy_validation,Enrolled
1755,model_development,Dropout
1756,model_development,Enrolled
1757,historical_holdout,Enrolled
1758,model_development,Dropout
1759,policy_validation,Graduate
1760,model_development,Graduate
1761,model_development,Graduate
1762,historical_holdout,Dropout
1763,model_development,Graduate
1764,model_development,Graduate
1765,model_development,Graduate
1766,policy_validation,Dropout
1767,model_development,Dropout
1768,model_development,Enrolled
1769,policy_validation,Dropout
1770,policy_validation,Enrolled
1771,model_development,Enrolled
1772,model_development,Enrolled
1773,model_development,Graduate
1774,model_development,Enrolled
1775,historical_holdout,Enrolled
1776,model_development,Dropout
1777,historical_holdout,Graduate
1778,model_development,Dropout
1779,model_development,Graduate
1780,policy_validation,Graduate
1781,model_development,Enrolled
1782,model_development,Graduate
1783,policy_validation,Dropout
1784,historical_holdout,Enrolled
1785,model_development,Dropout
1786,historical_holdout,Enrolled
1787,policy_validation,Dropout
1788,historical_holdout,Graduate
1789,policy_validation,Dropout
1790,historical_holdout,Graduate
1791,model_development,Graduate
1792,model_development,Dropout
1793,model_development,Dropout
1794,model_development,Dropout
1795,model_development,Enrolled
1796,model_development,Graduate
1797,historical_holdout,Graduate
1798,model_development,Dropout
1799,model_development,Dropout
1800,model_development,Dropout
1801,historical_holdout,Dropout
1802,historical_holdout,Graduate
1803,historical_holdout,Graduate
1804,model_development,Dropout
1805,policy_validation,Dropout
1806,policy_validation,Dropout
1807,policy_validation,Enrolled
1808,model_development,Dropout
1809,model_development,Enrolled
1810,historical_holdout,Graduate
1811,model_development,Graduate
1812,historical_holdout,Graduate
1813,model_development,Dropout
1814,historical_holdout,Graduate
1815,historical_holdout,Dropout
1816,historical_holdout,Enrolled
1817,model_development,Graduate
1818,historical_holdout,Graduate
1819,model_development,Dropout
1820,model_development,Dropout
1821,historical_holdout,Enrolled
1822,model_development,Enrolled
1823,policy_validation,Enrolled
1824,policy_validation,Dropout
1825,model_development,Graduate
1826,model_development,Graduate
1827,model_development,Graduate
1828,model_development,Enrolled
1829,historical_holdout,Dropout
1830,historical_holdout,Enrolled
1831,policy_validation,Dropout
1832,model_development,Graduate
1833,model_development,Graduate
1834,model_development,Dropout
1835,policy_validation,Graduate
1836,policy_validation,Graduate
1837,historical_holdout,Graduate
1838,historical_holdout,Enrolled
1839,model_development,Graduate
1840,model_development,Graduate
1841,model_development,Dropout
1842,model_development,Dropout
1843,model_development,Graduate
1844,historical_holdout,Enrolled
1845,policy_validation,Graduate
1846,model_development,Dropout
1847,historical_holdout,Dropout
1848,policy_validation,Dropout
1849,policy_validation,Graduate
1850,model_development,Enrolled
1851,model_development,Dropout
1852,model_development,Dropout
1853,historical_holdout,Graduate
1854,historical_holdout,Graduate
1855,model_development,Dropout
1856,model_development,Dropout
1857,historical_holdout,Graduate
1858,model_development,Graduate
1859,policy_validation,Graduate
1860,historical_holdout,Enrolled
1861,historical_holdout,Dropout
1862,model_development,Enrolled
1863,historical_holdout,Dropout
1864,policy_validation,Graduate
1865,historical_holdout,Dropout
1866,model_development,Graduate
1867,historical_holdout,Dropout
1868,model_development,Dropout
1869,model_development,Graduate
1870,model_development,Graduate
1871,model_development,Dropout
1872,model_development,Dropout
1873,model_development,Graduate
1874,model_development,Dropout
1875,model_development,Graduate
1876,model_development,Graduate
1877,model_development,Dropout
1878,model_development,Dropout
1879,model_development,Dropout
1880,model_development,Graduate
1881,model_development,Enrolled
1882,policy_validation,Dropout
1883,policy_validation,Dropout
1884,model_development,Graduate
1885,model_development,Enrolled
1886,model_development,Graduate
1887,model_development,Dropout
1888,model_development,Dropout
1889,model_development,Graduate
1890,policy_validation,Graduate
1891,model_development,Graduate
1892,model_development,Graduate
1893,historical_holdout,Dropout
1894,historical_holdout,Enrolled
1895,model_development,Graduate
1896,model_development,Enrolled
1897,model_development,Enrolled
1898,policy_validation,Dropout
1899,model_development,Graduate
1900,historical_holdout,Graduate
1901,policy_validation,Graduate
1902,historical_holdout,Graduate
1903,model_development,Graduate
1904,model_development,Graduate
1905,model_development,Graduate
1906,model_development,Graduate
1907,model_development,Graduate
1908,model_development,Graduate
1909,policy_validation,Enrolled
1910,historical_holdout,Graduate
1911,model_development,Graduate
1912,model_development,Graduate
1913,model_development,Graduate
1914,policy_validation,Dropout
1915,model_development,Graduate
1916,model_development,Graduate
1917,model_development,Graduate
1918,model_development,Graduate
1919,model_development,Graduate
1920,historical_holdout,Enrolled
1921,model_development,Enrolled
1922,model_development,Graduate
1923,model_development,Enrolled
1924,model_development,Graduate
1925,policy_validation,Dropout
1926,policy_validation,Graduate
1927,model_development,Graduate
1928,model_development,Graduate
1929,policy_validation,Enrolled
1930,model_development,Graduate
1931,policy_validation,Graduate
1932,model_development,Graduate
1933,model_development,Graduate
1934,model_development,Graduate
1935,model_development,Graduate
1936,model_development,Graduate
1937,historical_holdout,Graduate
1938,historical_holdout,Graduate
1939,policy_validation,Dropout
1940,historical_holdout,Graduate
1941,model_development,Graduate
1942,model_development,Graduate
1943,model_development,Graduate
1944,model_development,Graduate
1945,model_development,Dropout
1946,policy_validation,Graduate
1947,model_development,Graduate
1948,historical_holdout,Graduate
1949,policy_validation,Graduate
1950,model_development,Graduate
1951,model_development,Dropout
1952,model_development,Dropout
1953,model_development,Dropout
1954,model_development,Graduate
1955,historical_holdout,Enrolled
1956,model_development,Graduate
1957,historical_holdout,Enrolled
1958,model_development,Graduate
1959,historical_holdout,Dropout
1960,model_development,Enrolled
1961,model_development,Graduate
1962,model_development,Enrolled
1963,model_development,Graduate
1964,model_development,Graduate
1965,model_development,Graduate
1966,historical_holdout,Graduate
1967,policy_validation,Graduate
1968,model_development,Enrolled
1969,historical_holdout,Enrolled
1970,historical_holdout,Graduate
1971,model_development,Enrolled
1972,policy_validation,Graduate
1973,model_development,Dropout
1974,historical_holdout,Graduate
1975,historical_holdout,Graduate
1976,model_development,Dropout
1977,model_development,Enrolled
1978,historical_holdout,Graduate
1979,policy_validation,Enrolled
1980,model_development,Graduate
1981,model_development,Graduate
1982,historical_holdout,Graduate
1983,policy_validation,Graduate
1984,model_development,Graduate
1985,historical_holdout,Graduate
1986,policy_validation,Graduate
1987,model_development,Graduate
1988,historical_holdout,Enrolled
1989,model_development,Graduate
1990,model_development,Enrolled
1991,model_development,Graduate
1992,model_development,Dropout
1993,policy_validation,Enrolled
1994,historical_holdout,Graduate
1995,policy_validation,Dropout
1996,policy_validation,Graduate
1997,model_development,Graduate
1998,model_development,Graduate
1999,model_development,Dropout
2000,model_development,Graduate
2001,historical_holdout,Dropout
2002,model_development,Dropout
2003,historical_holdout,Graduate
2004,model_development,Dropout
2005,model_development,Dropout
2006,policy_validation,Graduate
2007,model_development,Graduate
2008,policy_validation,Graduate
2009,policy_validation,Graduate
2010,model_development,Dropout
2011,model_development,Graduate
2012,policy_validation,Graduate
2013,model_development,Dropout
2014,model_development,Dropout
2015,model_development,Dropout
2016,model_development,Graduate
2017,model_development,Graduate
2018,policy_validation,Graduate
2019,historical_holdout,Enrolled
2020,model_development,Graduate
2021,historical_holdout,Dropout
2022,model_development,Dropout
2023,model_development,Dropout
2024,model_development,Graduate
2025,historical_holdout,Enrolled
2026,model_development,Graduate
2027,model_development,Graduate
2028,model_development,Enrolled
2029,historical_holdout,Graduate
2030,policy_validation,Graduate
2031,model_development,Graduate
2032,model_development,Dropout
2033,model_development,Graduate
2034,model_development,Dropout
2035,policy_validation,Graduate
2036,historical_holdout,Enrolled
2037,model_development,Dropout
2038,model_development,Dropout
2039,model_development,Graduate
2040,policy_validation,Graduate
2041,model_development,Dropout
2042,model_development,Graduate
2043,model_development,Graduate
2044,model_development,Graduate
2045,policy_validation,Graduate
2046,historical_holdout,Graduate
2047,historical_holdout,Dropout
2048,model_development,Dropout
2049,historical_holdout,Graduate
2050,historical_holdout,Graduate
2051,policy_validation,Graduate
2052,model_development,Graduate
2053,model_development,Dropout
2054,model_development,Enrolled
2055,historical_holdout,Graduate
2056,model_development,Graduate
2057,model_development,Graduate
2058,model_development,Enrolled
2059,model_development,Graduate
2060,model_development,Dropout
2061,model_development,Graduate
2062,model_development,Graduate
2063,historical_holdout,Graduate
2064,model_development,Graduate
2065,model_development,Graduate
2066,model_development,Graduate
2067,historical_holdout,Graduate
2068,model_development,Graduate
2069,model_development,Enrolled
2070,historical_holdout,Dropout
2071,model_development,Graduate
2072,model_development,Graduate
2073,policy_validation,Graduate
2074,model_development,Graduate
2075,model_development,Graduate
2076,model_development,Graduate
2077,model_development,Graduate
2078,model_development,Graduate
2079,model_development,Graduate
2080,policy_validation,Graduate
2081,model_development,Graduate
2082,model_development,Graduate
2083,historical_holdout,Graduate
2084,model_development,Graduate
2085,model_development,Graduate
2086,policy_validation,Dropout
2087,model_development,Dropout
2088,policy_validation,Dropout
2089,model_development,Graduate
2090,model_development,Dropout
2091,model_development,Graduate
2092,historical_holdout,Enrolled
2093,model_development,Graduate
2094,model_development,Graduate
2095,model_development,Dropout
2096,model_development,Graduate
2097,model_development,Dropout
2098,model_development,Graduate
2099,model_development,Graduate
2100,model_development,Dropout
2101,policy_validation,Enrolled
2102,model_development,Graduate
2103,model_development,Graduate
2104,model_development,Dropout
2105,model_development,Graduate
2106,policy_validation,Enrolled
2107,historical_holdout,Enrolled
2108,historical_holdout,Graduate
2109,model_development,Enrolled
2110,model_development,Graduate
2111,policy_validation,Enrolled
2112,historical_holdout,Graduate
2113,model_development,Graduate
2114,historical_holdout,Graduate
2115,model_development,Dropout
2116,model_development,Dropout
2117,model_development,Graduate
2118,historical_holdout,Dropout
2119,model_development,Graduate
2120,model_development,Enrolled
2121,model_development,Dropout
2122,historical_holdout,Graduate
2123,model_development,Graduate
2124,model_development,Dropout
2125,model_development,Graduate
2126,model_development,Dropout
2127,historical_holdout,Dropout
2128,model_development,Dropout
2129,policy_validation,Dropout
2130,model_development,Graduate
2131,model_development,Enrolled
2132,policy_validation,Graduate
2133,model_development,Graduate
2134,historical_holdout,Graduate
2135,historical_holdout,Graduate
2136,model_development,Dropout
2137,model_development,Graduate
2138,policy_validation,Graduate
2139,model_development,Graduate
2140,model_development,Dropout
2141,policy_validation,Enrolled
2142,model_development,Graduate
2143,policy_validation,Graduate
2144,model_development,Graduate
2145,model_development,Graduate
2146,model_development,Enrolled
2147,historical_holdout,Graduate
2148,policy_validation,Graduate
2149,model_development,Graduate
2150,model_development,Graduate
2151,model_development,Graduate
2152,model_development,Enrolled
2153,model_development,Graduate
2154,model_development,Graduate
2155,policy_validation,Graduate
2156,model_development,Graduate
2157,model_development,Enrolled
2158,historical_holdout,Graduate
2159,model_development,Graduate
2160,historical_holdout,Dropout
2161,policy_validation,Graduate
2162,policy_validation,Dropout
2163,model_development,Dropout
2164,model_development,Graduate
2165,historical_holdout,Graduate
2166,model_development,Graduate
2167,model_development,Graduate
2168,model_development,Graduate
2169,model_development,Graduate
2170,model_development,Graduate
2171,model_development,Graduate
2172,model_development,Graduate
2173,model_development,Graduate
2174,model_development,Dropout
2175,policy_validation,Graduate
2176,policy_validation,Graduate
2177,model_development,Graduate
2178,model_development,Dropout
2179,model_development,Graduate
2180,model_development,Graduate
2181,model_development,Dropout
2182,model_development,Graduate
2183,model_development,Graduate
2184,model_development,Dropout
2185,model_development,Enrolled
2186,model_development,Graduate
2187,historical_holdout,Enrolled
2188,model_development,Graduate
2189,model_development,Graduate
2190,historical_holdout,Dropout
2191,historical_holdout,Enrolled
2192,historical_holdout,Dropout
2193,historical_holdout,Dropout
2194,model_development,Enrolled
2195,policy_validation,Graduate
2196,model_development,Enrolled
2197,historical_holdout,Enrolled
2198,model_development,Enrolled
2199,historical_holdout,Dropout
